stage,seed,fold,validation_ma_st_rae,validation_point_ma_st_rae,validation_rmse,generations,hidden_channels,ca_lr,ridge,ca_l2,gradient_clip,batch_molecules,update_scale,init_scale,initial_noise,support_fraction,bond_temperature,dyn_a,dyn_b,dyn_c,dyn_d,atom_feature_profile,trajectory_pooling,ridge_mode
confirmation,1701,1,0.8514946603737249,0.8499415850263927,0.8679540753364563,32,16,0.003,0.1,0.0001,1.0,64,0.25,0.5,0.01,0.85,1.0,0.2,0.5,0.2,0.15,electronic_local,multiscale,shared
confirmation,1701,2,0.8085772636199071,0.8066014925575402,0.8231449127197266,32,16,0.003,0.1,0.0001,1.0,64,0.25,0.5,0.01,0.85,1.0,0.2,0.5,0.2,0.15,electronic_local,multiscale,shared
confirmation,1701,3,0.8700193751789587,0.8670163640076305,0.8826525211334229,32,16,0.003,0.1,0.0001,1.0,64,0.25,0.5,0.01,0.85,1.0,0.2,0.5,0.2,0.15,electronic_local,multiscale,shared
confirmation,1701,4,0.8920225899806848,0.889007817079131,0.8868768811225891,32,16,0.003,0.1,0.0001,1.0,64,0.25,0.5,0.01,0.85,1.0,0.2,0.5,0.2,0.15,electronic_local,multiscale,shared
confirmation,2909,0,0.8491536970301333,0.845760814785782,0.7933487892150879,32,16,0.003,0.1,0.0001,1.0,64,0.25,0.5,0.01,0.85,1.0,0.2,0.5,0.2,0.15,electronic_local,multiscale,shared
confirmation,2909,1,0.8512380063568662,0.8485777600839957,0.8508865833282471,32,16,0.003,0.1,0.0001,1.0,64,0.25,0.5,0.01,0.85,1.0,0.2,0.5,0.2,0.15,electronic_local,multiscale,shared
confirmation,2909,2,0.8154646143651546,0.8117524569257211,0.8280346393585205,32,16,0.003,0.1,0.0001,1.0,64,0.25,0.5,0.01,0.85,1.0,0.2,0.5,0.2,0.15,electronic_local,multiscale,shared
confirmation,2909,3,0.8796142573577024,0.8754514663645822,0.8793650269508362,32,16,0.003,0.1,0.0001,1.0,64,0.25,0.5,0.01,0.85,1.0,0.2,0.5,0.2,0.15,electronic_local,multiscale,shared
confirmation,2909,4,0.8900165393525853,0.8862680933173752,0.8875133991241455,32,16,0.003,0.1,0.0001,1.0,64,0.25,0.5,0.01,0.85,1.0,0.2,0.5,0.2,0.15,electronic_local,multiscale,shared
confirmation,4211,0,0.8395736062299497,0.8366091456412974,0.7898627519607544,32,16,0.003,0.1,0.0001,1.0,64,0.25,0.5,0.01,0.85,1.0,0.2,0.5,0.2,0.15,electronic_local,multiscale,shared
confirmation,4211,1,0.8709514801077561,0.8689138278087306,0.8702921867370605,32,16,0.003,0.1,0.0001,1.0,64,0.25,0.5,0.01,0.85,1.0,0.2,0.5,0.2,0.15,electronic_local,multiscale,shared
confirmation,4211,2,0.8158419648998669,0.8113161972572049,0.8093767166137695,32,16,0.003,0.1,0.0001,1.0,64,0.25,0.5,0.01,0.85,1.0,0.2,0.5,0.2,0.15,electronic_local,multiscale,shared
confirmation,4211,3,0.8796050482565655,0.8754848877724744,0.8734751343727112,32,16,0.003,0.1,0.0001,1.0,64,0.25,0.5,0.01,0.85,1.0,0.2,0.5,0.2,0.15,electronic_local,multiscale,shared
confirmation,4211,4,0.8803800176480875,0.8757303696215727,0.8816937804222107,32,16,0.003,0.1,0.0001,1.0,64,0.25,0.5,0.01,0.85,1.0,0.2,0.5,0.2,0.15,electronic_local,multiscale,shared
